col_1,col_2,col_3,col_4,col_5,col_6,division
Cherelle Parker,,,,0,0,9
Kevin Strickland,,,,,0,9
Total,52,4,0,0,0,9
,Judge Of The Commonwealth Court,,District Council 9th District,,,10
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,10
Michael Wojcik,60,0,0,0,0,10
Paul Lalley,,9,0,0,0,10
Bobbie T Curry,,,0,0,0,10
Cherelle Parker,,,,0,0,10
Kevin Strickland,,,,,0,10
Total,60,9,0,0,0,10
,Judge Of The Commonwealth Court,,District Council 9th District,,,11
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,11
Michael Wojcik,78,0,0,0,0,11
Paul Lalley,,7,0,0,0,11
Bobbie T Curry,,,0,0,0,11
Cherelle Parker,,,,0,0,11
Kevin Strickland,,,,,0,11
Total,78,7,0,0,0,11
,Judge Of The Commonwealth Court,,District Council 9th District,,,12
,Michael Wojcik,Paul Lalley,Cherelle Parker,Bobbie T Curry,Kevin Strickland,12
Michael Wojcik,4,0,55,1,0,12
Paul Lalley,,0,0,0,0,12
Cherelle Parker,,,1,0,0,12
Bobbie T Curry,,,,0,0,12
Kevin Strickland,,,,,1,12
Total,60,0,56,1,1,12
,Judge Of The Commonwealth Court,,District Council 9th District,,,13
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,13
Michael Wojcik,191,0,0,0,0,13
Paul Lalley,,1,0,0,0,13
Bobbie T Curry,,,0,0,0,13
Cherelle Parker,,,,0,0,13
Kevin Strickland,,,,,0,13
Total,191,1,0,0,0,13
,Judge Of The Commonwealth Court,,District Council 9th District,,,14
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,14
Michael Wojcik,102,0,0,0,0,14
Paul Lalley,,7,0,0,0,14
Bobbie T Curry,,,0,0,0,14
Cherelle Parker,,,,0,0,14
Kevin Strickland,,,,,0,14
Total,102,7,0,0,0,14
,Judge Of The Commonwealth Court,,District Council 9th District,,,15
,Michael Wojcik,Paul Lalley,Cherelle Parker,Kevin Strickland,Bobbie T Curry,15
Michael Wojcik,11,0,112,1,1,15
Paul Lalley,,0,2,6,0,15
Cherelle Parker,,,4,0,0,15
Kevin Strickland,,,,1,0,15
Bobbie T Curry,,,,,0,15
Total,125,8,118,8,1,15
,District Council 9th District,,,Judge Of The Commonwealth Court,,16
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Michael Wojcik,Paul Lalley,16
Cherelle Parker,6,0,0,79,1,16
Kevin Strickland,,0,0,0,2,16
Bobbie T Curry,,,0,1,0,16
Michael Wojcik,,,,1,0,16
Paul Lalley,,,,,1,16
Total,86,2,1,81,4,16
,Judge Of The Commonwealth Court,,District Council 9th District,,,17
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,17
Michael Wojcik,108,0,0,0,0,17
Paul Lalley,,5,0,0,0,17
Bobbie T Curry,,,0,0,0,17
Cherelle Parker,,,,0,0,17
Kevin Strickland,,,,,0,17
Total,108,5,0,0,0,17
,District Council 9th District,,,Judge Of The Commonwealth Court,,18
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Michael Wojcik,Paul Lalley,18
Cherelle Parker,7,0,0,117,1,18
Kevin Strickland,,4,0,3,4,18
Bobbie T Curry,,,1,0,0,18
Michael Wojcik,,,,4,0,18
Paul Lalley,,,,,1,18
Total,125,11,1,124,6,18
,District Council 9th District,,,Judge Of The Commonwealth Court,,19
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Michael Wojcik,Paul Lalley,19
Cherelle Parker,8,0,0,107,2,19
Kevin Strickland,,1,0,1,3,19
Bobbie T Curry,,,0,0,0,19
Michael Wojcik,,,,7,0,19
Paul Lalley,,,,,1,19
Total,117,5,0,115,6,19
,Judge Of The Commonwealth Court,,District Council 9th District,,,20
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,20
Michael Wojcik,121,0,0,0,0,20
Paul Lalley,,4,0,0,0,20
Bobbie T Curry,,,0,0,0,20
Cherelle Parker,,,,0,0,20
Kevin Strickland,,,,,0,20
Total,121,4,0,0,0,20
,Judge Of The Commonwealth Court,,District Council 9th District,,,21
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,21
Michael Wojcik,74,0,0,0,0,21
Paul Lalley,,2,0,0,0,21
Bobbie T Curry,,,0,0,0,21
Cherelle Parker,,,,0,0,21
Kevin Strickland,,,,,0,21
Total,74,2,0,0,0,21
,Judge Of The Commonwealth Court,,District Council 9th District,,,22
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,22
Michael Wojcik,73,0,0,0,0,22
Paul Lalley,,3,0,0,0,22
Bobbie T Curry,,,0,0,0,22
Cherelle Parker,,,,0,0,22
Kevin Strickland,,,,,0,22
Total,73,3,0,0,0,22
,Judge Of The Commonwealth Court,,District Council 9th District,,,23
,Michael Wojcik,Paul Lalley,Bobbie T Curry,Cherelle Parker,Kevin Strickland,23
Michael Wojcik,40,0,0,0,0,23
Paul Lalley,,3,0,0,0,23
Bobbie T Curry,,,0,0,0,23
Cherelle Parker,,,,0,0,23
Kevin Strickland,,,,,0,23
Total,40,3,0,0,0,23
,Judge Of The Commonwealth Court,,District Council 9th District,,,24
,Michael Wojcik,Paul Lalley,Cherelle Parker,Kevin Strickland,Bobbie T Curry,24
Michael Wojcik,8,0,129,3,0,24
Paul Lalley,,0,0,8,0,24
Cherelle Parker,,,3,0,0,24
Kevin Strickland,,,,1,0,24
Bobbie T Curry,,,,,0,24
Total,140,8,132,12,0,24
,District Council 9th District,,,Judge Of The Commonwealth Court,,25
,Cherelle Parker,Kevin Strickland,Bobbie T Curry,Michael Wojcik,Paul Lalley,25
Cherelle Parker,8,0,0,85,1,25
Kevin Strickland,,0,0,0,4,25
Bobbie T Curry,,,0,0,1,25
Michael Wojcik,,,,3,0,25
Paul Lalley,,,,,0,25
Total,94,4,1,88,6,25
,Judge Of The Commonwealth Court,,District Council 9th District,,,All
,Michael Wojcik,Paul Lalley,Cherelle Parker,Kevin Strickland,Bobbie T Curry,All
Michael Wojcik,"1,527",0,684,8,3,All
Paul Lalley,,99,7,27,1,All
Cherelle Parker,,,37,0,0,All
Kevin Strickland,,,,8,0,All
Bobbie T Curry,,,,,1,All
Total,"2,222",134,728,43,5,All
