col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,6
Jaime Bouldin,0,16,13,9,9,8,9,8,8,11,12,4,1,0,6
David Rodriguez,,1,13,9,9,8,8,8,8,6,9,4,0,0,6
Humberto Perez,,,0,8,8,7,8,7,8,4,5,4,0,0,6
Sharon Vaughn,,,,0,10,9,8,9,8,6,1,6,0,0,6
Barbara Carroll,,,,,0,9,8,9,8,6,1,4,0,0,6
Jonathan M Gary,,,,,,0,8,9,7,4,1,4,0,0,6
Latrice Y Bryant,,,,,,,0,8,7,3,2,4,0,0,6
Robert Taylor,,,,,,,,0,7,4,1,4,0,0,6
Dustin Morris,,,,,,,,,0,3,1,4,0,0,6
Mike Stack,,,,,,,,,,6,0,0,0,0,6
Kathi Cozzone,,,,,,,,,,,5,0,0,0,6
Nina Ahmad,,,,,,,,,,,,3,0,0,6
John Fetterman,,,,,,,,,,,,,1,0,6
Ray Sosa,,,,,,,,,,,,,,0,6
Total,28,20,13,13,11,9,9,9,8,20,19,9,2,0,6
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,7
,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Latrice Y Bryant,Barbara Carroll,Robert Taylor,Dustin Morris,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,7
Jaime Bouldin,1,20,21,17,15,16,14,14,15,12,13,2,0,0,7
Humberto Perez,,1,21,17,15,15,14,14,15,9,12,3,1,0,7
David Rodriguez,,,0,19,16,17,14,15,16,10,9,3,0,0,7
Sharon Vaughn,,,,0,17,18,15,15,16,10,5,4,0,0,7
Latrice Y Bryant,,,,,0,16,16,13,16,9,5,5,0,0,7
Barbara Carroll,,,,,,0,15,13,14,9,4,4,0,0,7
Robert Taylor,,,,,,,0,12,14,6,6,4,0,0,7
Dustin Morris,,,,,,,,1,13,6,5,2,0,0,7
Jonathan M Gary,,,,,,,,,0,7,5,3,0,0,7
Mike Stack,,,,,,,,,,8,0,0,0,0,7
Kathi Cozzone,,,,,,,,,,,0,0,0,0,7
Nina Ahmad,,,,,,,,,,,,0,0,0,7
John Fetterman,,,,,,,,,,,,,2,0,7
Ray Sosa,,,,,,,,,,,,,,0,7
Total,30,28,24,21,20,19,17,16,16,27,16,5,3,0,7
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,8
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,8
Jaime Bouldin,2,20,19,19,18,16,17,15,15,12,11,6,0,0,8
David Rodriguez,,0,19,17,16,15,16,15,14,12,7,6,0,0,8
Humberto Perez,,,0,17,16,15,16,15,14,7,7,6,0,0,8
Sharon Vaughn,,,,0,18,16,17,15,15,9,5,6,0,0,8
Barbara Carroll,,,,,0,15,16,14,14,9,4,6,0,0,8
Robert Taylor,,,,,,1,15,15,14,8,3,6,0,0,8
Latrice Y Bryant,,,,,,,0,15,13,8,3,6,0,0,8
Jonathan M Gary,,,,,,,,0,13,7,3,6,0,0,8
Dustin Morris,,,,,,,,,0,7,2,6,0,0,8
Mike Stack,,,,,,,,,,10,0,0,0,0,8
Kathi Cozzone,,,,,,,,,,,2,0,0,0,8
Nina Ahmad,,,,,,,,,,,,1,0,0,8
John Fetterman,,,,,,,,,,,,,1,0,8
Ray Sosa,,,,,,,,,,,,,,0,8
Total,31,25,20,20,19,18,17,16,15,28,16,7,1,0,8
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,9
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Barbara Carroll,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,9
Mike Stack,9,0,0,0,0,23,13,12,13,11,10,7,8,6,9
Kathi Cozzone,,0,0,0,0,1,10,4,5,0,1,2,0,1,9
Nina Ahmad,,,3,0,0,5,3,3,3,5,4,3,3,2,9
John Fetterman,,,,1,0,0,1,1,1,0,0,0,0,0,9
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,9
Barbara Carroll,,,,,,0,15,14,14,14,14,11,11,8,9
Jaime Bouldin,,,,,,,1,20,18,12,13,12,11,9,9
David Rodriguez,,,,,,,,4,18,13,13,11,11,9,9
Humberto Perez,,,,,,,,,0,12,12,11,10,9,9
Sharon Vaughn,,,,,,,,,,0,13,10,11,8,9
Latrice Y Bryant,,,,,,,,,,,0,11,11,9,9
Jonathan M Gary,,,,,,,,,,,,0,9,8,9
Dustin Morris,,,,,,,,,,,,,0,8,9
Robert Taylor,,,,,,,,,,,,,,0,9
Total,38,10,9,3,0,30,30,25,23,16,15,12,11,9,9
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,10
,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,Barbara Carroll,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Sharon Vaughn,10
Mike Stack,3,0,0,0,0,3,3,1,0,0,0,0,0,1,10
Kathi Cozzone,,3,0,0,0,3,3,4,3,2,2,2,2,2,10
Nina Ahmad,,,0,0,0,1,1,0,1,0,1,1,1,0,10
Ray Sosa,,,,1,0,0,0,0,0,0,0,0,0,0,10
John Fetterman,,,,,0,0,0,0,0,0,0,0,0,0,10
Barbara Carroll,,,,,,2,3,3,4,3,3,3,3,2,10
Jaime Bouldin,,,,,,,2,3,4,2,3,3,3,2,10
David Rodriguez,,,,,,,,1,4,2,2,2,2,2,10
Humberto Perez,,,,,,,,,0,3,3,3,3,2,10
Latrice Y Bryant,,,,,,,,,,0,2,2,2,2,10
Dustin Morris,,,,,,,,,,,0,3,3,2,10
Jonathan M Gary,,,,,,,,,,,,0,3,2,10
Robert Taylor,,,,,,,,,,,,,0,2,10
Sharon Vaughn,,,,,,,,,,,,,,0,10
Total,11,8,1,1,0,10,10,7,6,4,3,3,3,3,10
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,11
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,11
Jaime Bouldin,0,7,8,6,6,6,4,5,5,8,4,3,0,0,11
David Rodriguez,,0,8,7,6,6,5,6,5,7,4,2,0,0,11
Humberto Perez,,,1,7,6,6,5,6,5,5,2,2,1,0,11
Sharon Vaughn,,,,1,6,6,5,6,5,4,1,3,0,0,11
Barbara Carroll,,,,,1,6,4,5,5,4,1,2,0,0,11
Dustin Morris,,,,,,0,4,5,5,3,1,2,0,0,11
Latrice Y Bryant,,,,,,,1,5,4,3,0,2,0,0,11
Robert Taylor,,,,,,,,0,5,3,1,2,0,0,11
Jonathan M Gary,,,,,,,,,0,2,1,2,0,0,11
Mike Stack,,,,,,,,,,2,0,0,0,0,11
Kathi Cozzone,,,,,,,,,,,2,0,0,0,11
Nina Ahmad,,,,,,,,,,,,0,0,0,11
John Fetterman,,,,,,,,,,,,,1,0,11
Ray Sosa,,,,,,,,,,,,,,0,11
Total,15,13,11,9,8,6,6,6,5,14,9,4,2,0,11
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,12
,Barbara Carroll,Sharon Vaughn,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Nina Ahmad,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,12
Barbara Carroll,0,19,15,13,12,14,13,13,12,13,10,2,0,0,12
Sharon Vaughn,,0,13,14,14,14,14,13,13,8,11,2,0,0,12
Jaime Bouldin,,,0,15,15,12,11,13,11,5,9,4,2,0,12
David Rodriguez,,,,0,17,14,12,12,13,5,8,3,1,0,12
Humberto Perez,,,,,0,13,12,12,12,4,8,4,1,0,12
Latrice Y Bryant,,,,,,0,12,13,12,8,6,2,0,0,12
Dustin Morris,,,,,,,0,11,12,4,8,2,0,0,12
Jonathan M Gary,,,,,,,,0,11,4,6,2,0,0,12
Robert Taylor,,,,,,,,,0,4,8,2,0,0,12
Nina Ahmad,,,,,,,,,,0,0,0,0,0,12
Mike Stack,,,,,,,,,,,0,0,0,0,12
Kathi Cozzone,,,,,,,,,,,,4,0,0,12
John Fetterman,,,,,,,,,,,,,1,0,12
Ray Sosa,,,,,,,,,,,,,,0,12
Total,26,22,21,19,19,18,14,14,14,16,15,9,3,0,12
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,13
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Jaime Bouldin,Sharon Vaughn,David Rodriguez,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,13
Mike Stack,15,0,0,0,0,12,8,9,8,6,8,7,7,7,13
Kathi Cozzone,,3,0,0,0,5,2,4,2,3,1,2,1,1,13
Nina Ahmad,,,1,0,0,3,3,3,3,3,3,3,3,3,13
John Fetterman,,,,0,0,0,0,0,0,0,0,0,0,0,13
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,13
Jaime Bouldin,,,,,,1,12,13,12,12,11,12,11,11,13
Sharon Vaughn,,,,,,,2,12,13,11,12,12,12,11,13
David Rodriguez,,,,,,,,0,12,12,11,12,11,11,13
Barbara Carroll,,,,,,,,,0,11,12,12,11,11,13
Humberto Perez,,,,,,,,,,1,10,11,10,10,13
Latrice Y Bryant,,,,,,,,,,,0,11,11,11,13
Dustin Morris,,,,,,,,,,,,0,11,11,13
Robert Taylor,,,,,,,,,,,,,0,11,13
Jonathan M Gary,,,,,,,,,,,,,,0,13
Total,32,9,4,0,0,21,17,16,14,13,13,12,12,11,13
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,14
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,David Rodriguez,Humberto Perez,Jaime Bouldin,Robert Taylor,Sharon Vaughn,Latrice Y Bryant,Barbara Carroll,Dustin Morris,Jonathan M Gary,14
Mike Stack,5,0,0,0,0,6,7,6,5,3,4,3,2,2,14
Kathi Cozzone,,1,0,0,0,3,2,3,0,0,0,0,0,0,14
Nina Ahmad,,,1,0,0,1,1,1,1,2,1,1,1,1,14
John Fetterman,,,,0,0,0,0,1,0,0,0,0,0,0,14
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,14
David Rodriguez,,,,,,0,8,7,5,5,4,4,4,3,14
Humberto Perez,,,,,,,1,8,5,4,4,4,3,3,14
Jaime Bouldin,,,,,,,,0,4,3,4,3,3,3,14
Robert Taylor,,,,,,,,,0,4,5,4,3,3,14
Sharon Vaughn,,,,,,,,,,0,3,4,4,2,14
Latrice Y Bryant,,,,,,,,,,,0,3,3,3,14
Barbara Carroll,,,,,,,,,,,,0,3,2,14
Dustin Morris,,,,,,,,,,,,,0,2,14
Jonathan M Gary,,,,,,,,,,,,,,0,14
Total,14,6,3,1,0,11,11,11,6,6,5,4,4,3,14
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,15
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Robert Taylor,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,15
Jaime Bouldin,0,6,4,2,3,2,2,1,0,5,9,3,0,0,15
David Rodriguez,,2,6,1,2,1,1,1,0,4,5,1,0,0,15
Humberto Perez,,,1,1,2,1,1,1,0,2,3,1,0,0,15
Barbara Carroll,,,,0,2,1,1,1,1,5,1,0,0,0,15
Sharon Vaughn,,,,,1,2,2,1,1,3,0,2,0,0,15
Robert Taylor,,,,,,0,1,1,0,1,0,1,1,0,15
Latrice Y Bryant,,,,,,,0,1,0,1,0,1,0,0,15
Dustin Morris,,,,,,,,0,0,1,0,0,0,0,15
Jonathan M Gary,,,,,,,,,0,1,0,0,0,0,15
Mike Stack,,,,,,,,,,5,0,0,0,0,15
Kathi Cozzone,,,,,,,,,,,1,0,0,0,15
Nina Ahmad,,,,,,,,,,,,1,0,0,15
Ray Sosa,,,,,,,,,,,,,0,0,15
John Fetterman,,,,,,,,,,,,,,0,15
Total,17,12,7,6,6,3,2,1,1,16,12,4,1,0,15
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,16
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Sharon Vaughn,Robert Taylor,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,16
Jaime Bouldin,0,9,8,3,2,3,3,3,2,10,4,1,0,0,16
David Rodriguez,,0,9,3,2,3,3,3,2,10,1,0,1,0,16
Humberto Perez,,,1,3,2,3,3,3,2,8,1,0,0,0,16
Barbara Carroll,,,,1,2,3,3,3,2,2,4,0,0,0,16
Dustin Morris,,,,,0,2,2,2,2,1,1,1,0,0,16
Jonathan M Gary,,,,,,0,3,3,2,2,1,0,0,0,16
Latrice Y Bryant,,,,,,,0,3,2,2,1,0,0,0,16
Sharon Vaughn,,,,,,,,0,2,2,1,0,0,0,16
Robert Taylor,,,,,,,,,0,1,1,0,0,0,16
Kathi Cozzone,,,,,,,,,,1,0,0,0,0,16
Mike Stack,,,,,,,,,,,3,0,0,0,16
Nina Ahmad,,,,,,,,,,,,1,0,0,16
John Fetterman,,,,,,,,,,,,,1,0,16
Ray Sosa,,,,,,,,,,,,,,0,16
Total,16,13,11,7,3,3,3,3,2,15,10,3,2,0,16
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,17
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Robert Taylor,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,17
Jaime Bouldin,0,30,26,18,16,16,15,13,13,18,22,6,3,0,17
David Rodriguez,,1,28,19,17,18,15,13,12,14,12,7,4,1,17
Humberto Perez,,,1,16,16,16,15,14,11,10,12,7,3,0,17
Barbara Carroll,,,,0,20,19,18,13,13,11,5,9,1,0,17
Sharon Vaughn,,,,,0,16,16,14,13,8,4,10,0,0,17
Robert Taylor,,,,,,0,17,12,13,8,4,7,1,0,17
Latrice Y Bryant,,,,,,,0,12,12,9,4,6,0,0,17
Dustin Morris,,,,,,,,0,12,5,4,6,0,0,17
Jonathan M Gary,,,,,,,,,0,6,2,7,0,0,17
Mike Stack,,,,,,,,,,13,0,0,0,0,17
Kathi Cozzone,,,,,,,,,,,4,0,0,0,17
Nina Ahmad,,,,,,,,,,,,3,0,0,17
John Fetterman,,,,,,,,,,,,,2,0,17
Ray Sosa,,,,,,,,,,,,,,0,17
Total,49,39,33,26,22,20,19,15,15,40,28,17,6,1,17
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,18
,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,18
Mike Stack,23,0,0,0,0,16,12,13,11,9,10,11,10,10,18
Kathi Cozzone,,8,0,0,0,7,7,5,0,0,0,0,0,0,18
Nina Ahmad,,,3,0,0,8,8,6,8,9,6,5,6,5,18
John Fetterman,,,,2,0,2,3,2,1,1,1,1,1,0,18
Ray Sosa,,,,,0,1,1,1,0,1,0,0,0,1,18
Jaime Bouldin,,,,,,3,24,22,16,17,14,15,14,16,18
David Rodriguez,,,,,,,0,25,17,18,15,17,16,15,18
Humberto Perez,,,,,,,,1,16,17,15,17,16,15,18
Barbara Carroll,,,,,,,,,1,18,16,15,14,13,18
Sharon Vaughn,,,,,,,,,,0,14,15,15,14,18
Dustin Morris,,,,,,,,,,,0,14,14,13,18
Jonathan M Gary,,,,,,,,,,,,0,15,14,18
Latrice Y Bryant,,,,,,,,,,,,,0,12,18
Robert Taylor,,,,,,,,,,,,,,0,18
Total,43,18,14,5,1,38,31,28,22,20,18,17,17,16,18
