To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,16
,Bob Casey Jr,Write In,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,0,16
Bob Casey Jr,5,0,9,8,3,0,0,0,16
Write In,,1,0,0,0,0,0,0,16
Mike Stack,,,1,0,0,0,0,0,16
Kathi Cozzone,,,,1,0,0,0,0,16
John Fetterman,,,,,1,0,0,0,16
Nina Ahmad,,,,,,2,0,0,16
Ray Sosa,,,,,,,1,0,16
Total,29,1,11,10,5,3,1,0,16
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,17
,Bob Casey Jr,Write In,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,0,17
Bob Casey Jr,4,0,13,10,1,1,0,0,17
Write In,,1,0,0,0,0,0,0,17
Mike Stack,,,2,0,0,0,0,0,17
John Fetterman,,,,2,0,0,0,0,17
Kathi Cozzone,,,,,1,0,0,0,17
Nina Ahmad,,,,,,1,0,0,17
Ray Sosa,,,,,,,1,0,17
Total,33,1,16,13,3,3,1,0,17
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,18
,Bob Casey Jr,Write In,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,0,18
Bob Casey Jr,4,0,17,15,8,0,0,0,18
Write In,,1,0,0,0,0,0,0,18
Mike Stack,,,2,0,0,0,0,0,18
Nina Ahmad,,,,2,0,0,0,0,18
John Fetterman,,,,,2,0,0,0,18
Kathi Cozzone,,,,,,3,0,0,18
Ray Sosa,,,,,,,1,0,18
Total,49,1,20,18,11,4,2,0,18
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,19
,Bob Casey Jr,Write In,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,0,19
Bob Casey Jr,3,0,17,10,2,3,0,0,19
Write In,,1,0,0,0,0,0,0,19
Mike Stack,,,4,0,0,0,0,0,19
John Fetterman,,,,3,0,0,0,0,19
Kathi Cozzone,,,,,2,0,0,0,19
Nina Ahmad,,,,,,1,0,0,19
Ray Sosa,,,,,,,1,0,19
Total,39,1,22,14,5,5,1,0,19
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,20
,Bob Casey Jr,Write In,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,0,20
Bob Casey Jr,4,0,22,11,11,5,0,0,20
Write In,,1,0,0,0,0,0,0,20
Mike Stack,,,3,0,0,0,0,0,20
John Fetterman,,,,3,0,0,0,0,20
Nina Ahmad,,,,,1,0,0,0,20
Kathi Cozzone,,,,,,3,0,0,20
Ray Sosa,,,,,,,1,0,20
Total,58,1,26,15,13,9,2,0,20
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,21
,Bob Casey Jr,Write In,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,0,21
Bob Casey Jr,7,0,21,11,9,5,0,0,21
Write In,,1,0,0,0,0,0,0,21
Mike Stack,,,5,0,0,0,0,0,21
John Fetterman,,,,1,0,0,0,0,21
Nina Ahmad,,,,,2,0,0,0,21
Kathi Cozzone,,,,,,1,0,0,21
Ray Sosa,,,,,,,2,0,21
Total,57,1,27,13,12,7,2,0,21
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,22
,Bob Casey Jr,Write In,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,0,22
Bob Casey Jr,6,0,13,11,7,3,0,0,22
Write In,,1,0,0,0,0,0,0,22
Mike Stack,,,5,0,0,0,0,0,22
John Fetterman,,,,3,0,0,0,0,22
Nina Ahmad,,,,,1,0,0,0,22
Kathi Cozzone,,,,,,1,0,0,22
Ray Sosa,,,,,,,1,0,22
Total,44,1,19,15,9,5,1,0,22
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,23
,Bob Casey Jr,Write In,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,0,23
Bob Casey Jr,5,0,46,23,13,12,0,0,23
Write In,,1,0,0,0,0,0,0,23
Mike Stack,,,10,0,0,0,0,0,23
John Fetterman,,,,4,0,0,0,0,23
Kathi Cozzone,,,,,2,0,0,0,23
Nina Ahmad,,,,,,3,0,0,23
Ray Sosa,,,,,,,1,0,23
Total,104,1,57,28,16,16,2,0,23
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,24
,Bob Casey Jr,Write In,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,0,24
Bob Casey Jr,5,0,11,9,5,4,0,0,24
Write In,,1,0,0,0,0,0,0,24
Mike Stack,,,6,0,0,0,0,0,24
Nina Ahmad,,,,2,0,0,0,0,24
Kathi Cozzone,,,,,1,0,0,0,24
John Fetterman,,,,,,1,0,0,24
Ray Sosa,,,,,,,1,0,24
Total,38,1,18,12,7,6,1,0,24
To Remove,United States Senator Democrat,To Remove 2,Lieutenant Governor Democrat,To Remove 3,To Remove 4,To Remove 5,To Remove 6,0,25
,Bob Casey Jr,Write In,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,0,25
Bob Casey Jr,3,0,19,7,5,3,0,0,25
Write In,,1,0,0,0,0,0,0,25
Mike Stack,,,7,0,0,0,0,0,25
Kathi Cozzone,,,,1,0,0,0,0,25
Nina Ahmad,,,,,1,0,0,0,25
John Fetterman,,,,,,2,0,0,25
Ray Sosa,,,,,,,1,0,25
Total,41,1,27,9,7,6,1,0,25
