col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,6
Tom Wolf,10,31,12,8,4,0,3,6
Mike Stack,,2,0,0,0,0,4,6
Nina Ahmad,,,0,0,0,0,5,6
Kathi Cozzone,,,,0,0,0,6,6
John Fetterman,,,,,0,0,7,6
Ray Sosa,,,,,,0,8,6
Total,65,33,12,8,4,0,9,6
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,7
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,7
Tom Wolf,10,42,8,7,7,0,3,7
Mike Stack,,2,0,0,0,0,4,7
Nina Ahmad,,,2,0,0,0,5,7
John Fetterman,,,,0,0,0,6,7
Kathi Cozzone,,,,,0,0,7,7
Ray Sosa,,,,,,0,8,7
Total,74,44,10,7,7,0,9,7
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,8
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,8
Tom Wolf,4,30,26,22,5,1,3,8
Mike Stack,,1,0,0,0,0,4,8
Nina Ahmad,,,0,0,0,0,5,8
John Fetterman,,,,1,0,0,6,8
Kathi Cozzone,,,,,0,0,7,8
Ray Sosa,,,,,,0,8,8
Total,88,31,26,23,5,1,9,8
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,9
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,9
Tom Wolf,13,69,62,59,14,0,3,9
Mike Stack,,3,0,0,0,0,4,9
Nina Ahmad,,,1,0,0,0,5,9
John Fetterman,,,,2,0,0,6,9
Kathi Cozzone,,,,,1,0,7,9
Ray Sosa,,,,,,1,8,9
Total,217,72,63,61,15,1,9,9
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,10
,Tom Wolf,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,2,10
Tom Wolf,10,32,17,10,7,1,3,10
Mike Stack,,3,0,0,0,0,4,10
Kathi Cozzone,,,0,0,0,0,5,10
John Fetterman,,,,0,0,0,6,10
Nina Ahmad,,,,,0,0,7,10
Ray Sosa,,,,,,0,8,10
Total,77,35,17,10,7,1,9,10
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,11
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,11
Tom Wolf,5,38,16,13,6,0,3,11
Mike Stack,,1,0,0,0,0,4,11
Nina Ahmad,,,0,0,0,0,5,11
Kathi Cozzone,,,,0,0,0,6,11
John Fetterman,,,,,0,0,7,11
Ray Sosa,,,,,,1,8,11
Total,78,39,16,13,6,1,9,11
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,12
,Tom Wolf,Mike Stack,John Fetterman,Nina Ahmad,Kathi Cozzone,Ray Sosa,2,12
Tom Wolf,9,29,23,17,12,0,3,12
Mike Stack,,1,0,0,0,0,4,12
John Fetterman,,,0,0,0,0,5,12
Nina Ahmad,,,,0,0,0,6,12
Kathi Cozzone,,,,,1,0,7,12
Ray Sosa,,,,,,0,8,12
Total,90,30,23,17,13,0,9,12
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,13
,Tom Wolf,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,2,13
Tom Wolf,9,21,20,16,10,0,3,13
John Fetterman,,3,0,0,0,0,4,13
Nina Ahmad,,,2,0,0,0,5,13
Mike Stack,,,,3,0,0,6,13
Kathi Cozzone,,,,,0,0,7,13
Ray Sosa,,,,,,0,8,13
Total,76,24,22,19,10,0,9,13
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,14
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,14
Tom Wolf,11,35,15,13,6,0,3,14
Mike Stack,,1,0,0,0,0,4,14
Nina Ahmad,,,2,0,0,0,5,14
Kathi Cozzone,,,,0,0,0,6,14
John Fetterman,,,,,0,0,7,14
Ray Sosa,,,,,,0,8,14
Total,80,36,17,13,6,0,9,14
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,15
,Tom Wolf,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,2,15
Tom Wolf,9,42,17,15,7,1,3,15
Mike Stack,,2,0,0,0,0,4,15
Nina Ahmad,,,5,0,0,0,5,15
John Fetterman,,,,0,0,0,6,15
Kathi Cozzone,,,,,1,0,7,15
Ray Sosa,,,,,,0,8,15
Total,91,44,22,15,8,1,9,15
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,16
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Tom Wolf,14,43,15,12,6,0,3,16
Mike Stack,,0,0,0,0,0,4,16
Kathi Cozzone,,,0,0,0,0,5,16
Nina Ahmad,,,,2,0,0,6,16
John Fetterman,,,,,1,0,7,16
Ray Sosa,,,,,,0,8,16
Total,90,43,15,14,7,0,9,16
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,17
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Tom Wolf,17,44,23,11,9,0,3,17
Mike Stack,,1,0,0,0,0,4,17
Kathi Cozzone,,,2,0,0,0,5,17
Nina Ahmad,,,,1,0,0,6,17
John Fetterman,,,,,0,0,7,17
Ray Sosa,,,,,,0,8,17
Total,104,45,25,12,9,0,9,17
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,18
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,18
Tom Wolf,4,42,17,9,0,0,3,18
Mike Stack,,5,0,0,0,0,4,18
Kathi Cozzone,,,5,0,0,0,5,18
Nina Ahmad,,,,1,0,0,6,18
John Fetterman,,,,,0,0,7,18
Ray Sosa,,,,,,0,8,18
Total,72,47,22,10,0,0,9,18
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,19
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,19
Tom Wolf,8,46,14,9,2,1,3,19
Mike Stack,,0,0,0,0,0,4,19
Kathi Cozzone,,,1,0,0,0,5,19
Nina Ahmad,,,,0,0,0,6,19
John Fetterman,,,,,0,0,7,19
Ray Sosa,,,,,,0,8,19
Total,80,46,15,9,2,1,9,19
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,20
,Tom Wolf,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,20
Tom Wolf,4,35,19,13,6,0,3,20
Mike Stack,,3,0,0,0,0,4,20
Kathi Cozzone,,,1,0,0,0,5,20
Nina Ahmad,,,,0,0,0,6,20
John Fetterman,,,,,0,0,7,20
Ray Sosa,,,,,,0,8,20
Total,77,38,20,13,6,0,9,20
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,21
,Tom Wolf,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,2,21
Tom Wolf,10,17,15,8,5,1,3,21
Kathi Cozzone,,2,0,0,0,0,4,21
Mike Stack,,,1,0,0,0,5,21
Nina Ahmad,,,,0,0,0,6,21
John Fetterman,,,,,0,0,7,21
Ray Sosa,,,,,,0,8,21
Total,56,19,16,8,5,1,9,21
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,22
,Tom Wolf,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,22
Tom Wolf,3,26,14,11,6,0,3,22
Mike Stack,,0,0,0,0,0,4,22
Nina Ahmad,,,3,0,0,0,5,22
Kathi Cozzone,,,,2,0,0,6,22
John Fetterman,,,,,2,0,7,22
Ray Sosa,,,,,,0,8,22
Total,60,26,17,13,8,0,9,22
,Governor - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Tom Wolf,Nina Ahmad,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,2,23
Tom Wolf,11,27,20,13,10,1,3,23
Nina Ahmad,,1,0,0,0,0,4,23
Mike Stack,,,0,0,0,0,5,23
Kathi Cozzone,,,,0,0,0,6,23
John Fetterman,,,,,1,0,7,23
Ray Sosa,,,,,,0,8,23
Total,82,28,20,13,11,1,9,23
